index,dialogue_id,Q-3,Q-2,Q-1,A
63454,Chat7882,난 형이 있다는게 참 좋다.,왜? 다들 불편해 하던데.,그런것도 있는데 형이랑 있으면 형옷이 내옷이고 내옷이 형옷이잖아.,아... 그런건 정말 좋겠다.
1338198,MDRW2100013710.1,왜안대 지금잠이오다니,오늘저녁은 쭈꾸미 어제먹다남음,으 쭈꾸미시렁,존맛인데 마요네즈에 찍어먹어
329412,HuLiC6828,나도 그래 근데 나는 도서관에 공부하러 많이가,당신은 도서관에서 무엇을 공부하고 있나요? 저는 수의사가 되기 위해 공부하고 있습니다.,나는 공무원이 되려고 노력중이야,그것은 좋은 직업처럼 들리네요. 나는 사서가 되고 싶지만 참을성이 없어요.
310284,﻿HuLiC6387,,,안녕 내 고민상담좀 해줄래?,"물론이죠, 어떤 걸 알고 싶으세요?"
1079082,MDRW2100001607.1,호에에에 상황봐서 일찍나갈수있으면 나가구,만약에 오게 되면,안되면 name2 일찍일어나야하니까 무리하지않을게뇨,우웅 와요 같이 구경하면 좋자나
268124,HuLiC5412,난 비디오게임을 즐겨하지 않거든. 그래서 니가 추천해주면 한번 해볼까 하고~,그 말을 들으니 유감이네요. 왜 비디오 게임을 좋아하지 않나요?,그냥 흥미가 없고 지루해.,안됐군요. 당신은 다른 취미들을 좋아하나요?
93215,HuLiC1377,그건 정말 힘든 일인 것 같네요. 행운을 빕니다.,그 대신 기업에서 자금 지원이 충분히 나오기 때문에 인건비가 이전보다 더 높게 나올 거라고 하십니다.,좋은 지적입니다. 지난 수십 년 동안 인건비가 상당히 올랐습니다.,일단 내일 연구실 세미나에서 교수님께서 구체적인 연구 주제에 대해서 말씀해주실 예정이지만 제가 얼핏 듣기로는 소프트웨어 보안 패치의 경제적 효과라고 합니다.
1242524,MDRW2100007059.1,,곤충은 너무... 양은 좋아하세요?,저 게임 닉네임이 account이에요 ㅋㅋㅋ 양 좋아해요 양 좋아하세요?,어머ㅋㅋㅋㅋㅋ 흰색양 네 좋아해요ㅠㅠ
927556,MDRW2100001524.1,보고싶어썽 여행 잘 다녀옴? 답이없는 그녀,웅응퓨ㅠㅠㅠㅠㅠ떠놀거셒어,ㅠㅠ나도 여행가고싶다 ㅠㅠㅔ쉬고싶다,여기통신이잘안돼서
269307,HuLiC5440,너도 막걸리 만드는 법 배워보고 싶어? 꽤 어려운데 괜찮겠어?,"네, 배우고 싶어요. 저는 괜찮을 거라고 확신해요. 당신은 다른 취미가 있나요?",막걸리 말고도 담금주를 자주 담궈 먹는 게 취미야. 담금주라고 들어봤어?,"아니요, 아직 안 했어요. 그게 뭔데요?"
1216363,MDRW2100005260.1,공군이요,성격 안좋은 후임이랑 선임중에 뭐가 더 그나마 나은거같아요?,선임이요,군대에서 먹는 라면이 되게 맛있다던데 어떨거같아요?
1950920,MDRW2100047100.1,저온에 해야지 전자렌지에만 해봣오 전자렌지에 돌려도 갠춘 비닐 씌워서 돌리면 촉촉해!!!,축축해지지안냐고,뭐 얼마나 돌리길래 축축해,ㅋㅋㅋㅋㅋㅋㅋㅋ 축축하거나 딱닥하거나 둘중하나임 치킨도 먹고싶다 비비큐 황금올리브
1022848,MDRW2100001581.1,오후되니까 좀 나아졌어,name1ㅠ,그리고 마그네슘이 부족한가 눈이 죙일 떨리네욤,극약처방이 있을겝니댜
279508,HuLiC5676,넌 요새 집에서 뭐하면서 시간보내?,저는 많은 한국 음식을 요리합니다. 제가 제일 좋아하는 음식이에요. 가장 좋아하는 음식이 무엇인가요?,어떤 한국음식 요리할 수있어?,저는 bbq를 좋아해요. 너의 가장 좋아하는 음식의 종류는 뭐예요?
763298,MDRW2100001078.1,크흐ㅠㅠㅠ 뉴욕 좋죠 뉴욕 건물들이 한눈에 보이는 전망대에서 사진도 찍고 그러고 싶어요..,그쵸 ㅜㅜ그런감성 너무좋습니다,맞아요ㅠㅠㅠ 저는 또 특히 유럽도 가보고싶더라구요,유럽은 왜용??
1183250,MDRW2100002954.1,음 내면이 단단한 사람이요,저는 3년반째 연애중,오.. 대단하세요 저는 뭔가 사람을 오래 못만나서,그런가요 ㅜ.ㅜ 이상순같은 사람이 좋은거같아요~
907092,MDRW2100001515.1,왜?,돈 아까워섭,아니 고민하도 바꾸고도 싶은데 입금하자마자 보내줌,얼마인데?? 검정?
765573,﻿MDRW2100001091.88,,,그리고 아까 실장님이 방토 늦게 먹는다고 뭐라 했죠?,네 ㅋㅋ 빨리빨리 먹는게 좋다고 하셨어요~ 오래두면 안좋으니까 ㅎ
755498,MDRW2100000668.1,오늘정말더웠어요,처서인데 아직더우니참 지구가아픈가보다,지구야아프지마,우리가노력해야지
1456977,MDRW2100021992.1,대박 참깨라면 누룽지요???,전 그거 먹고 참깨누룽지가 원픽됐어요!ㅠㅠ,와 어떤 쩝쩝박사가 그런걸 만들었대요 ㅠㅠㅠ,그러니까요ㅠㅠ 그런데 너무 슬프게도 GS편의점에만 판다는게ㅠㅠㅠㅠㅠㅠ
1175660,MDRW2100002428.1,화장실청소는 진짜 저도 싫어요 ㅋ 음식하는게 제일 고민거리예요 똥손이라 ㅋ,음식은 요즘 밀키트도 많이 나오니 그런걸로 대체해보세요ㅎㅎ 요리하는것도 귀찮긴하죠 맨날 반찬고민해야되고,맞아요 재료사면 뭘만들지 또 재료남으면 버려지는것도 아깝구요,음식물 버리러가는것도 넘귀찮고요ㅎ
269315,HuLiC5440,오~생강주는 기발한 아이디어네. 생강향이 좋아서 맛있겠다.ㅋㅋ,맞아요. 진저 와인은 맛있을 것 같아요.,나도 진저가 들어간 술은 다 좋아해. 진저에일도 좋아하고.,당신은 생강 맥주를 마셔본 적이 있나요? 진짜 맛있어요.
905926,MDRW2100001515.1,저거 보여주면 됨 ㅋㅋ,이거 큐알코드 보여주며ㆍ 찾아줘??,아니 그냥 니가 은 이라고 적힌 택배 들고 계산대가거 저거 보여주면 됨 !,그래 그럼 님이 귤담당
1073501,MDRW2100001602.1,아 그리구,네네,옷 접어준건 고마웠어여 이뻐,흐잉... 미안해욤..
891858,MDRW2100001500.1,열한시라며 안지킬말은 하지마렴,알앗어 여보 미안하네,미안할짓 하면서 미안하다는 사람은 별로야,내가 별로래매
793877,MDRW2100001173.2,이번주 내내 쉬는데,옹옹,친구 직장에 땜빵자리 나서,ㅋㅋㅋ땜뺑이라니
1764720,MDRW2100043791.1,주말에 급 양양떠나서 차박하고 홍천 캠핑다녀왔어요 ㅎㅎ,캠핑 다니시는군요~ 부러워요,저희는 텐트는 없고 차박위주로만 해서 아주 자주는 못가고 겨울에도 못가요 ㅋㅋ,홍천 캠핑장만 가신건가요?
357349,HuLiC7472,전 괜찮아요 물어봐줘서 고마워요 저는 당신과 함께 한국에 가고 싶습니다.,난 이미 한국에 살고 있으니 너만 오면 될 것 같아^^,대단해요. 저는 당신과 함께 한국에 가고 싶습니다.,기다리고 있을게~
413602,HuLiC8771,그치 ㅋㅋ 나도 좀 놀랐음,최근에 나온거라 몰랐나봐 ㅋㅋㅋ,ㅋㅋㅋ그런가,시즌 2는 언제 나온거지
1172381,MDRW2100002244.1,아 맞네! 너 그때 티켓 날려버렸구나ㅠㅠ,첨으로 혼자여행 함 해보나 했더니,아 진짜 아깝다...혼자 여행하는거 마음먹기 쉽지 않은데,그니까 큰 맘먹었디만
328356,HuLiC6803,한국어랑 일본어 말고 다른 언어 할 줄 아세요?,영어 조금 할 수 있어. 넌 몇 개 국어를 말할 수 있니?,"저는 영어, 프랑스어, 스페인어, 포르투갈어를 할 줄 압니다. 다른 언어는 할 줄 아세요?",너 능력자구나. 어떻게 많은 언어를 배우게 된거야?
81471,﻿HuLiC1105,,,골프 좋아해?,저는 골프를 좋아해요! 그것은 제가 주말에 가장 좋아하는 일 중 하나입니다.
1444662,MDRW2100021108.1,아 정보 알려주는 그런곳 좋죠 예전에 저도 그런데 참여했는데 활동 저조해서 짤렸어욬ㅋㅋㅋ취미활동 하시는 커뮤는 없으세요?,취미활동 하는 커뮤는 없어요. 어떤 커뮤 하시나요?,저는 아이돌 좋아해서 그쪽 커뮤 많이 해요,오 아이돌 누구요?
31336,﻿Chat1729,,,넌 잠잘 때 어떤 버릇이 있니?,난 잘 때 이를 갈아 너는?
1330231,MDRW2100013184.1,저희도 보일러 틀어야되나 생각했어요,비그치면 완연한 가을이겠어요,네 정말요 이제 곧 단풍지겠죠,네 ㅎㅎ 단풍 좋아하세요?
1215518,MDRW2100005205.1,저도 어릴땐 물렁복숭아 좋아했는데,물렁 또는 딱딱 전 딱딱이요,요즘은 딱딱한 게 더 좋더라고요,맞아요 입맛이 변해요 ㅎㅎ
649887,MDRW2100000029.6,안시원하다매,선풍기 틀구 하면 괜찮어~,흠 그럼 주말까지 생각해보거 미루고 시 으면 미뤄 싶,알겠어~~
5347,Chat11021,그건 신경 쪽에 이상이 있어서 그러는 거래.,진짜 그러면 어떻게 치료해?,약물밖에 없지 않을까?,진짜 좀 그렇다.
1285619,MDRW2100009967.1,다시봐야겠어요,이랬는데 제 기억이 틀릴수도ㅋ,뭐 ㅋㅋㅋ 이거 오래 전에 보신거 아니에요?,아리에티 진짜 흥행은 못했지만 좋은영화였어요 ㅋㅋ 생각해보니 그러네요 ㅋㅋ
153686,HuLiC2772,그렇구나 난 집에서 영화보는 걸 좋아해 혼자서 말이야 ㅎㅎ,"저는 혼자 영화 보는 것도 좋아하지만, 가끔 친구들과 영화를 보러 갑니다.",그래 혼자봐도 좋고 다 같이 봐도 좋고 언제 영화보러 갈래?,저는 혼자 영화 보러 극장에 가는 것을 좋아해요. 저는 다른 사람들과 함께 가는 것을 좋아하지 않습니다.
1215437,MDRW2100005200.1,"그래도 뭐 복지안없앤게 다행이에요 복치카드, 학비 지원 이런건 손안대서ㅎ",전 그런게 더 좋은거 같네요,복지 안되어있으새요? 이게 원래있었던거라 못없애서 그런거에요ㅎ 원래 팔리기전에 대기업이었는데 중견기업으로 다시팔리고 펀드사로 바뀌면서 중소기업이 되서 언젠간 없어질수도있어요,제가 있는것은 개인회사였다가 법인으로 바꾼거였고 대표님 외엔 아이들이 아직 어려요
1597973,MDRW2100031653.1,치즈케이크도 담백해서 정말 맛있죠 거기에 블루베리 시럽뿌리면 맛있어요ㅠ,치즈케이크 좋아하시면 투썸에 딸기레어치즈케이크도 괜찮아요!,허억 저는 그뤼에르치즈케이크만 먹어봤는데 참고할게요!!,시럽뿌려먹는건 생각도 못했네요 다음에 해봐야겠어요
1674735,MDRW2100037189.1,비 많이 맞은 거 아니얌?!?!ㅠㅠ,웅웅~ 카푸치노~ㅋㅋ 우산큰거쓰구갔옹 ㅋㅋ,웅웅~ 기온이 뚝떨어진듯,넘 추워서.. 롱패 꺼내입고 싶어짐ㅋㅋ
1297809,MDRW2100010847.1,,음 제 야구 이야기하죠 뭐 ㅋㄱ name1님은 리액션의 달인이시니까 ㅋㅋ 우린 할쑤이써요! ㅋㅋㅋ,네 해보셔요,ㅋㅋㅋㅋㅋ
679301,﻿MDRW2100000103.155,,,할랭ㅋㅋㅋ 나는 다 해,해피포인트 앱보면
47934,Chat4940,일기예보가 안맞을 때도 있어.,맞아. 은근히 많아.,뭐 그럴수도 있다고 생각해.,맞아. 그런데 비오면 난감해져.
106909,HuLiC1693,네가 하는 것도 아닌데 뭘. 그리고 나가기 전에 내가 입던 옷들을 반납해야 해.,그렇긴 하지만 후회하는 것보다는 안전한 게 낫죠. 당신이 그것에 대해 생각하고 있다니 기뻐요.,그래. 그리고 이건 너한테만 이야기하는 건데 사실 난 원래 일정보다 더 빨리 전역하는거야.,"오, 정말 안됐군요. 당신의 상황이 빨리 나아지길 바랍니다."
122945,HuLiC2062,정말 재미있을 것 같네요. 당신은 어디를 가장 여행하고 싶습니까?,음.. 유럽에 가보고 싶어~,유럽은 방문하기에 좋은 장소입니다. 저도 언젠가 그곳에 꼭 가 보고 싶습니다.,유럽 중에 추천할만한 국가가 있어?
1922417,MDRW2100047075.1,일단 홍이장군을 먹여 보고,잘 들었으면 좋겠다,밥 잘 먹고 안 아프면 대박이지 뭐,어제도 코 때문에 걱정했는데
183820,HuLiC3468,저는 태평양에 가고 싶습니다. 그것은 세계에서 가장 큰 바다입니다.,아 해외를 가려고 생각중인거구나. 지금 괜찮을지 모르겠네.,정말 그러고 싶어요. 다른 바다를 다 보면 정말 멋질 것 같아요.,"나도 바다를 엄청 좋아는 하는데, 같이 갈 사람이 없네.ㅠ"
1209512,MDRW2100004796.1,수유영상 ㅋㅋㅋ 맞아요 그거... 당황스럽긴 한데 나름 좋은 얘기였어요..? ㅎㅎ 빱이 말고도 보시는 유튜버 있으세요?,"전 지컨 가장 많이 보고 하말넘많, 셜리, 샤크코치 등등 보고있고 성우 유튜버들도 보고있어요 ㅎㅎ 콘님은요?",저는 발명쓰레기걸이랑 하말넘많 가끔 봐요! 그리고 지컨도 많이 봤었어요 ㅋㅋ 갠적으로 친모아 재밌었습니다ㅎㅎ,저도 쓰레기걸 구독하고 있어요 ㅎㅎ 지컨님 친모아 재밌죠 ㅋㅋㅋ 브라운 박사님 흉내내는 것 때문에 너무 웃겼어요 저도 쓰레기걸 구독하고 있어요 ㅎㅎ 지컨님 친모아 재밌죠 ㅋㅋㅋ 브라운 박사님 흉내내는 것 때문에 너무 웃겼어요 하말넘많도 요즘 게임 많이하던데 재밌게 보고있어요 ㅎㅎ
101601,HuLiC1570,퇴근하면서 약국에서 약좀 사왔는데 먹고 나았으면 좋겠네,저도 그러길 바래요. 다시 응급실에 가고 싶지 않아요,내가 원래 장이 약해서 멀쩡하게 밥을 먹고도 탈이 잘나거든,"저런, 안됐군요. 의사와 그것에 대해 얘기해 보셨나요?"
646630,MDRW2100000021.232,바다를 왜봐,그냥 나오길래 보는데 어릴 때 생각나더라,무슨생각,어릴 때 아빠랑 낚시다니던 기억
1916987,MDRW2100047069.1,둘다하는거아니냐,좀 조용할뿐이지 하긴 하지만,그러다 쌍싸다구맞는일생기는고아니냐,NEXT가 사라지지
1049021,MDRW2100001593.1,생화공 5 동네친구 5 대학교친구(생화공제외) 5 고등학교친구 5,근데 그정도로,이렇게,아 좀 뭉쳐오면 되겠구나 ㅋㅋㅋㅋㅋㅋㅋㅋ 다 섞어서
1243791,MDRW2100007145.1,있지 술을 알코올 알러지 때문에 못먹는거면 조리과정에서 알코올 날리는 음식도 못먹는거야? 바지락 술찜같은거말야,어 먹을수있지않을까 싶긴한데 굳이 그런 모험을 안해봐서 모르겠어요 알콜 다 날린거면 상관없지않을까요?? 알콜이 문제인거니까...,음 그러면 미림같은 조미료도 조심해야겠네 요즘 레시피에는 많이들 들어가는데 그것도 술이니까,잉 그래요? 근데 그런건 상관없을걸요 ...?
1818023,MDRW2100046951.1,첫 날 막 올랐다 떨어졌어요,시간을 더 투자해야.. ㅎㅎ,39000에 샀는데,아... 근데 그냥 두면
23115,﻿Chat14468,,,연말 되니까 캐롤 듣고 싶다.,이제 그럴 때가 됐지.
683089,MDRW2100000103.41,마늘빵인줄,마늘빵 맛 같기도 해,그거만 바른거야?,그거만 발음 ㅋㅋ 발랐음
404055,HuLiC8550,웅 이건 진짜 반전 알고 봐도 재밌어. 무조건 봐야돼.,그렇게 재밌어? 식스센스 급이야?,난 식스센스보다 이게 더 반전이였어ㅋㅋㅋ,그렇게 반전이야? 유주얼서스펙트보다?
907767,MDRW2100001515.1,엄마 재난지원금 언제인지 체크해봐,왜?,오늘인가해서 근데 내일인것 같아 나 안경 맞춤,뭘로? 봐봐
26151,Chat15085,,TV를 볼 때 너무 가까이서 보면 안돼.,재미있는 부분을 보면 나도 모르게 가까이 가게 돼.,그럼 눈 나빠져.
790733,MDRW2100001168.58,파리도 쩔거같아,헐 출근함?!?,예쓰 꺄아아앙,가고싳어 파리~~~
723098,MDRW2100000215.27,,"1학년교과서버려도되겠지',ㅋ 버렸어?",난다버렸어 ㅋㅋ,어ㅋ 버려야지
1842702,MDRW2100047019.1,나 name4이,안 받는데,생일섬물 사줬어,너무너무 돈 앖어서 뭐 사줘써
361225,HuLiC7562,옹옹,뭐하구있오?,그냥 저냥 있다,ㅋㅋㅋㅋ오늘 왜이렇게 덥냐
703805,MDRW2100000135.120,11시에 그래서,개웃기네,나 째려 보는거,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1833689,MDRW2100047017.1,맞아 기억나 아ㅓ직 안나옴,작품을 거의 안하더라고,개웃겨,나이 차이도 15 살인가
1660426,MDRW2100036111.1,안녕라세요,안녕파세요,저 따라하낭6?,네 따라하6
5363,Chat11024,엉 잘못하는 건가?,그럼. 말이라고 해?,나도 찜찜하긴 했었어.,따로 써.
